run_dir,source_file,direction_tags,n_rows,columns,table_kind,feature_set,model,weight_mode,objective,all_threshold,old_threshold,third_threshold,all_accuracy,all_balanced_accuracy,all_auc,all_sensitivity_high,all_specificity_low,all_f1,old_accuracy,old_balanced_accuracy,old_auc,old_sensitivity_high,old_specificity_low,old_f1,third_accuracy,third_balanced_accuracy,third_auc,third_sensitivity_high,third_specificity_low,third_f1,adapt_accuracy,adapt_balanced_accuracy,adapt_auc,adapt_sensitivity_high,adapt_specificity_low,adapt_f1,holdout_accuracy,holdout_balanced_accuracy,holdout_auc,holdout_sensitivity_high,holdout_specificity_low,holdout_f1,external_accuracy,external_balanced_accuracy,external_auc,external_sensitivity_high,external_specificity_low,external_f1,selection_score,old_guard_090,old_guard_092,folds,primary_metric,feature_model,global_pool,input_variant,image_size,estimator,threshold,method,weight,subset,extra_tag,source,boundary,n_internal,n_external_strict,n_candidates
142_old_third_no64_meta_stack_qkvb_tta107_plus_convnext140_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/142_old_third_no64_meta_stack_qkvb_tta107_plus_convnext140_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;tta;convnext;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.585,0.585,0.585,0.871404399323181,0.8605174010528368,0.899724605186196,0.8161434977578476,0.904891304347826,0.8272727272727273,0.9228070175438596,0.922724586288416,0.9452324665090622,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8235294117647058,0.7673671602787456,0.8157121080139373,0.6463414634146342,0.8883928571428571,0.6625,0.7083333333333334,0.6964285714285714,0.7224025974025974,0.75,0.6428571428571429,0.7586206896551724,0.8589743589743589,0.7248925886143931,0.7406015037593984,0.5263157894736842,0.923469387755102,0.547945205479452,,,,,,,0.8550361499548882,True,True,,,,,,,,,,,,,,,,,
146_old_third_siglipL384_wpc_feature_cv_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/146_old_third_siglipL384_wpc_feature_cv_20260524/dinov3_feature_cv_summary.csv,whole_plus_crop;dinov3;dino;siglip,156.0,feature_model|global_pool|input_variant|image_size|estimator|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|selection_score|old_guard_090|old_guard_092,best_row_by_selection_or_balanced_accuracy,,,none,balanced_accuracy,0.5299999999999999,0.5299999999999999,0.5299999999999999,0.7021996615905245,0.7069786995515694,0.756957984012478,0.726457399103139,0.6875,0.648,0.6771929824561403,0.6779698581560283,0.7377364066193853,0.75177304964539,0.6041666666666666,0.6973684210526315,0.7254901960784313,0.7119991289198606,0.7565331010452963,0.6829268292682927,0.7410714285714286,0.5714285714285714,,,,,,,,,,,,,,,,,,,0.4576471435541142,False,False,,,vit_large_patch16_siglip_384.v2_webli,avg,whole_plus_crop,384.0,logreg_bal_c0.003,,,,,,,,,,
147_old_third_no64_meta_stack_qkvb107_plus_siglipL146_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/147_old_third_no64_meta_stack_qkvb107_plus_siglipL146_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;siglip;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.595,0.595,0.595,0.8747884940778342,0.861467878728797,0.90413579645155,0.8071748878923767,0.9157608695652174,0.8294930875576036,0.9228070175438596,0.922724586288416,0.9504038613081166,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8300653594771242,0.7641006097560976,0.820176393728223,0.6219512195121951,0.90625,0.6623376623376623,0.7222222222222222,0.7207792207792207,0.7256493506493507,0.7272727272727273,0.7142857142857143,0.7619047619047619,0.8632478632478633,0.7168367346938775,0.75,0.5,0.9336734693877552,0.5428571428571428,,,,,,,0.8549059149340505,True,True,,,,,,,,,,,,,,,,,
148_old_third_siglipSO400M378_wpc_feature_cv_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/148_old_third_siglipSO400M378_wpc_feature_cv_20260524/dinov3_feature_cv_summary.csv,whole_plus_crop;dinov3;dino;siglip,156.0,feature_model|global_pool|input_variant|image_size|estimator|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|selection_score|old_guard_090|old_guard_092,best_row_by_selection_or_balanced_accuracy,,,domain_label,high_sensitivity,0.3299999999999999,0.3299999999999999,0.3299999999999999,0.676818950930626,0.6892486352115422,0.7508529927861181,0.7399103139013453,0.6385869565217391,0.6333973128598849,0.6736842105263158,0.6745715130023641,0.7303979511426321,0.7588652482269503,0.5902777777777778,0.6970684039087948,0.6797385620915033,0.6884799651567943,0.7535932055749128,0.7073170731707317,0.6696428571428571,0.5420560747663551,,,,,,,,,,,,,,,,,,,0.4532842084976269,False,False,,,vit_so400m_patch14_siglip_378.v2_webli,avg,whole_plus_crop,378.0,logreg_bal_c0.1,,,,,,,,,,
149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/149_dinov3_vitl16_qkvb_task7_whole352_stylelight_lastblock_5fold_20260524/cv_fold_summary.csv,dinov3;dino;qkvb;whole;style_aug,5.0,fold_id|best_epoch|best_val_selection_metric|test_case_mean_primary_metric|test_case_mean_accuracy|test_case_mean_balanced_accuracy,cv_fold_summary_mean,,,,,,,,0.6826193976223767,0.6749530185014297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.7622511980139943,,,,,,,,,,,,,,,
150_old_third_no64_meta_stack_qkvb107_plus_stylelight149_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/150_old_third_no64_meta_stack_qkvb107_plus_stylelight149_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;qkvb;style_aug,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,label,old_third_balanced,0.565,0.565,0.565,0.8629441624365483,0.8546073796061611,0.9033802885552736,0.820627802690583,0.8885869565217391,0.8187919463087249,0.9228070175438596,0.922724586288416,0.9483353033884948,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8071895424836601,0.7600718641114983,0.8168554006968641,0.6585365853658537,0.8616071428571429,0.6467065868263473,0.6944444444444444,0.672077922077922,0.7207792207792207,0.7727272727272727,0.5714285714285714,0.7555555555555555,0.8418803418803419,0.71468850698174,0.7432867883995703,0.5263157894736842,0.903061224489796,0.5194805194805194,,,,,,,0.8501047688658672,True,True,,,,,,,,,,,,,,,,,
151_old_third_no64_meta_stack_qkvb107_convnext140_plus_dinopca_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/151_old_third_no64_meta_stack_qkvb107_convnext140_plus_dinopca_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;dino;convnext;qkvb,576.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.585,0.585,0.585,0.871404399323181,0.8605174010528368,0.899724605186196,0.8161434977578476,0.904891304347826,0.8272727272727273,0.9228070175438596,0.922724586288416,0.9452324665090622,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8235294117647058,0.7673671602787456,0.8157121080139373,0.6463414634146342,0.8883928571428571,0.6625,0.7083333333333334,0.6964285714285714,0.7224025974025974,0.75,0.6428571428571429,0.7586206896551724,0.8589743589743589,0.7248925886143931,0.7406015037593984,0.5263157894736842,0.923469387755102,0.547945205479452,,,,,,,0.8550361499548882,True,True,,,,,,,,,,,,,,,,,
154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/154_dinov3_vitl16_qkvb_task7_whole352_full_vlowlr_5fold_20260524/cv_fold_summary.csv,dinov3;dino;qkvb;whole;full_finetune,5.0,fold_id|best_epoch|best_val_selection_metric|test_case_mean_primary_metric|test_case_mean_accuracy|test_case_mean_balanced_accuracy,cv_fold_summary_mean,,,,,,,,0.7110789314009166,0.6966591944078371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.7748131429314105,,,,,,,,,,,,,,,
155_old_third_no64_meta_stack_plus_qkvbfull154_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/155_old_third_no64_meta_stack_plus_qkvbfull154_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,logreg_plain_c0.1,none,old_third_balanced,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.8612521150592216,0.8550155975823748,0.8949478455839346,0.8295964125560538,0.8804347826086957,0.8185840707964602,0.9192982456140352,0.9192523640661938,0.9415386130811664,0.9148936170212766,0.9236111111111112,0.9181494661921707,0.8071895424836601,0.767802700348432,0.7991615853658538,0.6829268292682927,0.8526785714285714,0.6549707602339181,0.6805555555555556,0.6282467532467533,0.7021103896103896,0.8636363636363636,0.3928571428571428,0.7676767676767676,0.8461538461538461,0.6960257787325457,0.6859559613319012,0.4736842105263157,0.9183673469387756,0.5,,,,,,,0.8487828519172942,True,False,,,,,,,,,,,,,,,,,
156_old_third_no64_meta_stack_qkvb107_plus_qkvbfull154_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/156_old_third_no64_meta_stack_qkvb107_plus_qkvbfull154_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.5599999999999999,0.5599999999999999,0.5599999999999999,0.8612521150592216,0.854132140768181,0.9012843634236694,0.8251121076233184,0.8831521739130435,0.8177777777777778,0.9228070175438596,0.922724586288416,0.9450847123719464,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.803921568627451,0.7617051393728222,0.8174542682926829,0.6707317073170732,0.8526785714285714,0.6470588235294118,0.6805555555555556,0.6477272727272727,0.7191558441558441,0.7954545454545454,0.5,0.7526881720430108,0.8418803418803419,0.71468850698174,0.7457035445757252,0.5263157894736842,0.903061224489796,0.5194805194805194,,,,,,,0.8501698863762861,True,True,,,,,,,,,,,,,,,,,
157_old_third_no64_meta_stack_qkvb107_convnext140_qkvbfull154_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/157_old_third_no64_meta_stack_qkvb107_convnext140_qkvbfull154_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;convnext;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label,high_sensitivity,0.5499999999999999,0.5499999999999999,0.5499999999999999,0.8578680203045685,0.8505312926496393,0.9015646324819652,0.820627802690583,0.8804347826086957,0.8133333333333334,0.9228070175438596,0.922724586288416,0.9462174940898346,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.7973856209150327,0.7533754355400697,0.8101045296167247,0.6585365853658537,0.8482142857142857,0.6352941176470588,0.7083333333333334,0.6899350649350648,0.7272727272727273,0.7727272727272727,0.6071428571428571,0.7640449438202247,0.8247863247863247,0.704484425349087,0.7397959183673469,0.5263157894736842,0.8826530612244898,0.4938271604938271,,,,,,,0.8463573949162875,True,True,,,,,,,,,,,,,,,,,
158_old_third_eva02L336_token_wpc_feature_cv_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/158_old_third_eva02L336_token_wpc_feature_cv_20260524/dinov3_feature_cv_summary.csv,whole_plus_crop;dinov3;dino;eva,156.0,feature_model|global_pool|input_variant|image_size|estimator|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|selection_score|old_guard_090|old_guard_092,best_row_by_selection_or_balanced_accuracy,,,label,balanced_accuracy,0.62,0.62,0.62,0.6531302876480541,0.6622757847533632,0.6860011698186781,0.6995515695067265,0.625,0.6034816247582205,0.6350877192982456,0.6356382978723405,0.6528270291568163,0.6879432624113475,0.5833333333333334,0.6510067114093959,0.6699346405228758,0.6856489547038327,0.7188044425087108,0.7195121951219512,0.6517857142857143,0.5388127853881278,,,,,,,,,,,,,,,,,,,0.3924783670353218,False,False,,,eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336.0,extra_d2,,,,,,,,,,
161_old_third_no64_meta_stack_dinov3vitl448tta103_qkvb107_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/161_old_third_no64_meta_stack_dinov3vitl448tta103_qkvb107_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;tta;dinov3;dino;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.59,0.59,0.59,0.8663282571912013,0.8546744004679274,0.9022226554883992,0.8071748878923767,0.9021739130434784,0.8200455580865603,0.9228070175438596,0.922724586288416,0.9490248226950352,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8137254901960784,0.7529398954703832,0.816855400696864,0.6219512195121951,0.8839285714285714,0.6415094339622641,0.6944444444444444,0.6850649350649352,0.7199675324675324,0.7272727272727273,0.6428571428571429,0.7441860465116279,0.8504273504273504,0.7091836734693877,0.744763694951665,0.5,0.9183673469387756,0.5205479452054794,,,,,,,0.8486602916847508,True,True,,,,,,,,,,,,,,,,,
162_dev_blend_meta104_meta108_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/162_dev_blend_meta104_meta108_20260524/dev_blend_summary.csv,blend,664.0,all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_auc|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_auc|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_auc|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|method|weight|objective|selection_score|old_guard_092,best_row_by_selection_or_balanced_accuracy,,,,selection,0.595,0.595,0.595,0.8747884940778342,0.8632347923571846,0.901125950477676,0.8161434977578476,0.9103260869565216,0.8310502283105022,0.9228070175438596,0.922724586288416,0.9489263199369584,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8300653594771242,0.7718314459930313,0.8136977351916377,0.6463414634146342,0.8973214285714286,0.6708860759493671,,,,,,,,,,,,,,,,,,,0.8575343992546081,,True,,,,,,,,,prob_avg,0.2,,,,,,,
167_old_third_no64_meta_stack_plus_qkvb_tta7rot166_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/167_old_third_no64_meta_stack_plus_qkvb_tta7rot166_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;tta;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,old_third_balanced,0.585,0.585,0.585,0.871404399323181,0.8605174010528368,0.9027831936049912,0.8161434977578476,0.904891304347826,0.8272727272727273,0.9228070175438596,0.922724586288416,0.948187549251379,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.8235294117647058,0.7673671602787456,0.8193053135888502,0.6463414634146342,0.8883928571428571,0.6625,0.7083333333333334,0.6964285714285714,0.7207792207792207,0.75,0.6428571428571429,0.7586206896551724,0.8589743589743589,0.7248925886143931,0.7457035445757251,0.5263157894736842,0.923469387755102,0.547945205479452,,,,,,,0.8550361499548882,True,True,,,,,,,,,,,,,,,,,
168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/168_dinov3_vitl16_qkvb_task7_whole352_token_lastblock_lowlr_seed20260525_5fold_20260524/cv_fold_summary.csv,dinov3;dino;qkvb;whole,5.0,fold_id|best_epoch|best_val_selection_metric|test_case_mean_primary_metric|test_case_mean_accuracy|test_case_mean_balanced_accuracy,cv_fold_summary_mean,,,,,,,,0.6933514941133285,0.6835197817727947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.7674648650266231,,,,,,,,,,,,,,,
169_old_third_no64_meta_stack_plus_qkvb_seed168_20260524,outputs/batch1_batch2_task567_20260514/task7_adaptation_runs/169_old_third_no64_meta_stack_plus_qkvb_seed168_20260524/no64_meta_stack_cv_summary.csv,meta_stack;stacking;qkvb,192.0,feature_set|model|weight_mode|objective|all_threshold|all_accuracy|all_balanced_accuracy|all_f1|all_tn|all_fp|all_fn|all_tp|all_sensitivity_high|all_specificity_low|all_auc|old_threshold|old_accuracy|old_balanced_accuracy|old_f1|old_tn|old_fp|old_fn|old_tp|old_sensitivity_high|old_specificity_low|old_auc|third_threshold|third_accuracy|third_balanced_accuracy|third_f1|third_tn|third_fp|third_fn|third_tp|third_sensitivity_high|third_specificity_low|third_auc|adapt_threshold|adapt_accuracy|adapt_balanced_accuracy|adapt_f1|adapt_tn|adapt_fp|adapt_fn|adapt_tp|adapt_sensitivity_high|adapt_specificity_low|adapt_auc|holdout_threshold|holdout_accuracy|holdout_balanced_accuracy|holdout_f1|holdout_tn|holdout_fp|holdout_fn|holdout_tp|holdout_sensitivity_high|holdout_specificity_low|holdout_auc|old_guard_092|old_guard_090|selection_score,best_row_by_selection_or_balanced_accuracy,prob_only,extra_d4,domain_label_third_up,high_sensitivity,0.5549999999999999,0.5549999999999999,0.5549999999999999,0.8544839255499154,0.8478139013452914,0.8958252095925131,0.820627802690583,0.875,0.8097345132743363,0.9228070175438596,0.922724586288416,0.9489755713159967,0.9148936170212766,0.9305555555555556,0.9214285714285714,0.7908496732026143,0.748911149825784,0.7980182926829269,0.6585365853658537,0.8392857142857143,0.627906976744186,0.6805555555555556,0.6477272727272727,0.7053571428571428,0.7954545454545454,0.5,0.7526881720430108,0.8247863247863247,0.6938775510204082,0.7042158968850698,0.5,0.8877551020408163,0.4810126582278481,,,,,,,0.8438591456165676,True,True,,,,,,,,,,,,,,,,,
